,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group
353,27.0,Male,Bachelor's Degree,Software Engineer,4.0,140000.0,20-29
354,34.0,Female,Master's Degree,Product Manager,12.0,196000.0,30-39
355,23.0,Male,Bachelor's Degree,Data Analyst,1.0,95000.0,20-29
356,32.0,Female,PhD,Data Scientist,10.0,193000.0,30-39
357,29.0,Male,Bachelor's Degree,Software Engineer,6.0,175000.0,20-29
358,30.0,Female,Bachelor's Degree,Product Manager,5.0,160000.0,30-39
359,31.0,Female,Master's Degree,Data Scientist,6.0,180000.0,30-39
360,31.0,Male,Bachelor's Degree,Data Analyst,9.0,195000.0,30-39
361,28.0,Female,Bachelor's Degree,Software Engineer,5.0,160000.0,20-29
362,33.0,Male,Master's Degree,Product Manager,11.0,198000.0,30-39
363,26.0,Female,Bachelor's Degree,Data Analyst,3.0,130000.0,20-29
364,30.0,Male,PhD,Data Scientist,7.0,185000.0,30-39
365,27.0,Female,Bachelor's Degree,Software Engineer,4.0,140000.0,20-29
366,34.0,Male,Master's Degree,Product Manager,12.0,196000.0,30-39
367,25.0,Female,Bachelor's Degree,Data Analyst,2.0,110000.0,20-29
368,30.0,Male,Bachelor's Degree,Data Analyst,5.0,160000.0,30-39
369,31.0,Female,PhD,Data Scientist,9.0,195000.0,30-39
370,25.0,Male,Bachelor's Degree,Data Analyst,2.0,125000.0,20-29
371,28.0,Female,Master's Degree,Data Scientist,6.0,175000.0,20-29
372,30.0,Male,Bachelor's Degree,Software Engineer,8.0,190000.0,30-39
373,24.0,Male,Bachelor's Degree,Data Analyst,1.0,95000.0,20-29
374,31.0,Male,Master's Degree,Data Scientist,9.0,195000.0,30-39
375,23.0,Male,Bachelor's Degree,Data Analyst,1.0,90000.0,20-29
376,29.0,Male,Bachelor's Degree,Software Engineer,6.0,170000.0,20-29
377,26.0,Male,Bachelor's Degree,Data Analyst,3.0,135000.0,20-29
378,25.0,Male,Bachelor's Degree,Data Analyst,2.0,115000.0,20-29
379,27.0,Female,Master's Degree,Data Scientist,4.0,150000.0,20-29
380,24.0,Female,Bachelor's Degree,Product Manager,3.0,125000.0,20-29
381,31.0,Male,Master's Degree,Data Scientist,7.0,180000.0,30-39
382,33.0,Female,Master's Degree,Product Manager,10.0,195000.0,30-39
383,30.0,Female,PhD,Data Scientist,6.0,170000.0,30-39
384,34.0,Female,Master's Degree,Product Manager,11.0,196000.0,30-39
385,23.0,Male,Bachelor's Degree,Data Analyst,1.0,92000.0,20-29
386,32.0,Female,PhD,Data Scientist,9.0,195000.0,30-39
387,28.0,Male,Bachelor's Degree,Software Engineer,5.0,165000.0,20-29
388,25.0,Male,Bachelor's Degree,Data Analyst,3.0,135000.0,20-29
389,33.0,Female,Master's Degree,Product Manager,11.0,196000.0,30-39
390,24.0,Male,Bachelor's Degree,Data Analyst,1.0,92000.0,20-29
391,32.0,Male,Bachelor's Degree,Data Analyst,5.0,135000.0,30-39
392,27.0,Female,Master's Degree,Data Scientist,3.0,180000.0,20-29
393,40.0,Male,Bachelor's Degree,Software Engineer,12.0,195000.0,40-49
394,35.0,Female,Bachelor's Degree,Product Manager,8.0,165000.0,30-39
395,43.0,Male,Master's Degree,Data Scientist,15.0,198000.0,40-49
396,29.0,Female,Bachelor's Degree,Software Engineer,4.0,150000.0,20-29
397,36.0,Male,Bachelor's Degree,Data Analyst,9.0,162000.0,30-39
398,31.0,Male,Master's Degree,Data Scientist,6.0,175000.0,30-39
399,42.0,Female,Bachelor's Degree,Software Engineer,13.0,197000.0,40-49
400,33.0,Male,Bachelor's Degree,Data Analyst,7.0,142000.0,30-39
401,29.0,Female,Master's Degree,Data Scientist,4.0,182000.0,20-29
402,41.0,Male,Bachelor's Degree,Software Engineer,11.0,185000.0,40-49
403,35.0,Female,Bachelor's Degree,Product Manager,8.0,170000.0,30-39
404,27.0,Male,Bachelor's Degree,Software Engineer,4.0,160000.0,20-29
405,32.0,Male,Bachelor's Degree,Data Scientist,8.0,180000.0,30-39
406,29.0,Female,Master's Degree,Data Analyst,6.0,150000.0,20-29
407,30.0,Male,Bachelor's Degree,Data Analyst,5.0,140000.0,30-39
408,24.0,Male,Bachelor's Degree,Data Analyst,2.0,100000.0,20-29
409,33.0,Female,Master's Degree,Product Manager,11.0,190000.0,30-39
410,26.0,Male,Bachelor's Degree,Data Analyst,3.0,120000.0,20-29
411,30.0,Female,PhD,Data Scientist,7.0,170000.0,30-39
412,31.0,Male,Bachelor's Degree,Data Analyst,9.0,190000.0,30-39
413,28.0,Female,Bachelor's Degree,Software Engineer,5.0,150000.0,20-29
414,26.0,Female,Bachelor's Degree,Data Analyst,3.0,120000.0,20-29
415,30.0,Male,PhD,Data Scientist,7.0,170000.0,30-39
416,27.0,Female,Bachelor's Degree,Product Manager,4.0,130000.0,20-29
417,24.0,Male,Bachelor's Degree,Data Analyst,2.0,95000.0,20-29
418,33.0,Male,Master's Degree,Product Manager,11.0,195000.0,30-39
419,25.0,Male,Bachelor's Degree,Data Analyst,2.0,100000.0,20-29
420,28.0,Male,Bachelor's Degree,Software Engineer,5.0,150000.0,20-29
421,29.0,Female,Master's Degree,Data Scientist,6.0,150000.0,20-29
422,33.0,Female,Master's Degree,Product Manager,11.0,195000.0,30-39
423,31.0,Female,Master's Degree,Data Scientist,6.0,170000.0,30-39
424,32.0,Male,Bachelor's Degree,Software Engineer,8.0,180000.0,30-39
425,34.0,Female,Master's Degree,Product Manager,12.0,190000.0,30-39
426,25.0,Female,Bachelor's Degree,Data Analyst,2.0,100000.0,20-29
427,29.0,Male,Bachelor's Degree,Software Engineer,7.0,180000.0,20-29
428,27.0,Female,Bachelor's Degree,Data Analyst,5.0,120000.0,20-29
429,33.0,Male,Master's Degree,Data Scientist,10.0,195000.0,30-39
430,28.0,Male,Bachelor's Degree,Software Engineer,4.0,160000.0,20-29
431,26.0,Female,Bachelor's Degree,Data Analyst,3.0,100000.0,20-29
432,31.0,Male,Bachelor's Degree,Product Manager,8.0,190000.0,30-39
433,30.0,Male,Master's Degree,Software Engineer,6.0,170000.0,30-39
434,32.0,Female,Bachelor's Degree,Data Scientist,9.0,185000.0,30-39
435,29.0,Male,Bachelor's Degree,Data Analyst,7.0,130000.0,20-29
436,35.0,Female,Bachelor's Degree,Product Manager,12.0,190000.0,30-39
437,27.0,Male,Bachelor's Degree,Software Engineer,5.0,150000.0,20-29
438,28.0,Female,Master's Degree,Data Scientist,6.0,150000.0,20-29
439,37.0,Male,PhD,Product Manager,14.0,195000.0,30-39
440,26.0,Male,Bachelor's Degree,Data Analyst,3.0,110000.0,20-29
441,30.0,Female,Bachelor's Degree,Software Engineer,8.0,180000.0,30-39
442,31.0,Male,Master's Degree,Data Scientist,9.0,185000.0,30-39
443,29.0,Female,Bachelor's Degree,Data Analyst,7.0,130000.0,20-29
444,32.0,Male,Bachelor's Degree,Software Engineer,10.0,190000.0,30-39
445,28.0,Female,Master's Degree,Data Scientist,6.0,155000.0,20-29
446,34.0,Male,Bachelor's Degree,Software Engineer,12.0,195000.0,30-39
447,25.0,Female,Bachelor's Degree,Data Analyst,2.0,90000.0,20-29
448,30.0,Male,Bachelor's Degree,Product Manager,8.0,185000.0,30-39
449,29.0,Female,Bachelor's Degree,Data Analyst,6.0,120000.0,20-29
450,31.0,Male,Bachelor's Degree,Software Engineer,9.0,180000.0,30-39
451,27.0,Female,Bachelor's Degree,Data Analyst,5.0,125000.0,20-29
452,28.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,175000.0,20-29
453,44.0,Male,PhD,Software Engineer Manager,18.0,190000.0,40-49
454,33.0,Female,Master's Degree,Back end Developer,5.0,110000.0,30-39
455,50.0,Male,PhD,Senior Project Engineer,16.0,195000.0,50-59
456,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0,20-29
457,25.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,20-29
458,35.0,Male,Master's Degree,Senior Software Engineer,8.0,155000.0,30-39
459,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0,40-49
460,46.0,Female,Master's Degree,Senior Project Engineer,13.0,180000.0,40-49
461,32.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,30-39
462,61.0,Male,PhD,Software Engineer Manager,20.0,200000.0,60-62
463,41.0,Male,Master's Degree,Senior Software Engineer,11.0,165000.0,40-49
464,37.0,Male,Master's Degree,Senior Project Engineer,9.0,145000.0,30-39
465,53.0,Male,PhD,Software Engineer Manager,19.0,195000.0,50-59
466,30.0,Female,Bachelor's Degree,Front end Developer,2.0,75000.0,30-39
467,26.0,Female,Master's Degree,Back end Developer,3.0,90000.0,20-29
468,37.0,Female,Master's Degree,Senior Software Engineer,9.0,155000.0,30-39
469,32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,115000.0,30-39
470,44.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,40-49
471,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,50-59
472,27.0,Male,Bachelor's Degree,Senior Project Engineer,4.0,115000.0,20-29
473,42.0,Male,PhD,Full Stack Engineer,14.0,180000.0,40-49
474,57.0,Male,PhD,Software Engineer Manager,18.0,195000.0,50-59
475,35.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,30-39
476,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0,60-62
477,26.0,Female,Master's Degree,Back end Developer,2.0,70000.0,20-29
478,42.0,Female,Master's Degree,Senior Project Engineer,11.0,170000.0,40-49
479,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,40-49
480,36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,30-39
481,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,40-49
482,49.0,Male,PhD,Senior Project Engineer,15.0,185000.0,40-49
483,47.0,Male,PhD,Software Engineer Manager,15.0,180000.0,40-49
484,47.0,Male,PhD,Senior Software Engineer,14.0,175000.0,40-49
485,26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,20-29
486,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,20-29
487,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0,60-62
488,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0,40-49
489,41.0,Female,Master's Degree,Senior Project Engineer,11.0,165000.0,40-49
490,23.0,Male,Bachelor's Degree,Full Stack Engineer,1.0,55000.0,20-29
491,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0,50-59
492,33.0,Female,Bachelor's Degree,Front end Developer,5.0,105000.0,30-39
493,31.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,30-39
494,50.0,Female,PhD,Software Engineer Manager,16.0,185000.0,50-59
495,24.0,Female,Master's Degree,Back end Developer,1.0,60000.0,20-29
496,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,50-59
497,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,20-29
498,37.0,Male,Master's Degree,Senior Software Engineer,8.0,150000.0,30-39
499,43.0,Female,PhD,Senior Project Engineer,13.0,180000.0,40-49
500,34.0,Male,Master's Degree,Back end Developer,6.0,125000.0,30-39
501,45.0,Male,PhD,Software Engineer Manager,15.0,185000.0,40-49
502,29.0,Male,Bachelor's Degree,Full Stack Engineer,3.0,90000.0,20-29
503,29.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,20-29
504,29.0,Female,Bachelor's Degree,Back end Developer,3.0,85000.0,20-29
505,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,40-49
506,43.0,Female,Master's Degree,Software Engineer Manager,11.0,160000.0,40-49
507,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,50-59
508,60.0,Male,PhD,Software Engineer Manager,18.0,195000.0,60-62
509,54.0,Female,PhD,Software Engineer Manager,14.0,190000.0,50-59
510,27.0,Female,Master's Degree,Full Stack Engineer,3.0,95000.0,20-29
511,23.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,20-29
512,45.0,Male,PhD,Senior Software Engineer,13.0,185000.0,40-49
513,32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,30-39
514,57.0,Male,PhD,Software Engineer Manager,16.0,195000.0,50-59
515,47.0,Male,PhD,Software Engineer Manager,14.0,175000.0,40-49
516,25.0,Female,Master's Degree,Back end Developer,2.0,75000.0,20-29
517,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0,50-59
518,41.0,Female,Master's Degree,Senior Software Engineer,12.0,160000.0,40-49
519,41.0,Male,PhD,Software Engineer Manager,12.0,175000.0,40-49
520,47.0,Male,PhD,Senior Software Engineer,15.0,180000.0,40-49
521,32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,120000.0,30-39
522,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,40-49
523,53.0,Male,PhD,Software Engineer Manager,18.0,195000.0,50-59
524,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0,40-49
525,23.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
526,33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,30-39
527,42.0,Male,PhD,Software Engineer Manager,14.0,180000.0,40-49
528,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,30-39
529,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,40-49
530,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,30-39
531,34.0,Male,Master's Degree,Full Stack Engineer,6.0,125000.0,30-39
532,46.0,Female,PhD,Software Engineer Manager,14.0,180000.0,40-49
533,30.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,30-39
534,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0,40-49
535,42.0,Male,PhD,Senior Project Engineer,14.0,175000.0,40-49
536,27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0,20-29
537,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0,50-59
538,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,30-39
539,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,30-39
540,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0,20-29
541,30.0,Female,Master's Degree,Back end Developer,6.0,130000.0,30-39
542,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,50-59
543,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,30-39
544,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,30-39
545,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0,50-59
546,23.0,Female,Bachelor's Degree,Back end Developer,1.0,55000.0,20-29
547,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0,50-59
548,32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0,30-39
549,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,30-39
550,34.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,30-39
551,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,20-29
552,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,40-49
553,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,40-49
554,27.0,Female,Master's Degree,Back end Developer,2.0,70000.0,20-29
555,23.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
556,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0,40-49
557,28.0,Female,Bachelor's Degree,Front end Developer,2.0,70000.0,20-29
558,43.0,Male,Master's Degree,Senior Project Engineer,12.0,165000.0,40-49
559,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0,40-49
560,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0,30-39
561,28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0,20-29
562,28.0,Female,Master's Degree,Back end Developer,3.0,90000.0,20-29
563,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0,40-49
564,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0,40-49
565,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,30-39
566,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0,50-59
567,27.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,20-29
568,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0,30-39
569,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0,50-59
570,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,30-39
571,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0,40-49
572,24.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
573,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0,40-49
574,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0,50-59
575,29.0,Female,Bachelor's Degree,Front end Developer,3.0,85000.0,20-29
576,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0,50-59
577,36.0,Male,Master's Degree,Full Stack Engineer,8.0,140000.0,30-39
578,26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0,20-29
579,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0,40-49
580,32.0,Male,Master's Degree,Full Stack Engineer,6.0,120000.0,30-39
581,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0,50-59
582,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0,50-59
583,27.0,Female,Master's Degree,Back end Developer,2.0,65000.0,20-29
584,36.0,Male,Master's Degree,Full Stack Engineer,7.0,130000.0,30-39
585,33.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0,30-39
586,25.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
587,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0,40-49
588,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0,30-39
589,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0,30-39
590,24.0,Male,Bachelor's Degree,Back end Developer,1.0,55000.0,20-29
591,34.0,Male,Bachelor's Degree,Front end Developer,5.0,95000.0,30-39
592,43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0,40-49
593,27.0,Male,Bachelor's Degree,Back end Developer,2.0,75000.0,20-29
594,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0,50-59
595,32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0,30-39
596,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0,40-49
597,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0,40-49
598,34.0,Male,Bachelor's Degree,Back end Developer,6.0,120000.0,30-39
599,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,40-49
600,24.0,Male,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
601,36.0,Male,Bachelor's Degree,Front end Developer,7.0,120000.0,30-39
602,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,20-29
603,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0,40-49
604,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,30-39
605,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0,40-49
606,28.0,Male,Bachelor's Degree,Back end Developer,2.0,70000.0,20-29
607,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,50-59
608,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,20-29
609,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0,40-49
610,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,30-39
611,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0,30-39
612,32.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,30-39
613,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0,50-59
614,27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0,20-29
615,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0,40-49
616,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,20-29
617,35.0,Male,Bachelor's Degree,Back end Developer,8.0,140000.0,30-39
618,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,30-39
619,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0,40-49
620,33.0,Male,Bachelor's Degree,Front end Developer,6.0,110000.0,30-39
621,31.0,Male,Bachelor's Degree,Front end Developer,6.0,115000.0,30-39
622,42.0,Female,Master's Degree,Software Engineer Manager,13.0,170000.0,40-49
623,27.0,Female,Bachelor's Degree,Back end Developer,3.0,80000.0,20-29
624,51.0,Male,PhD,Senior Project Engineer,19.0,200000.0,50-59
625,34.0,Female,Master's Degree,Full Stack Engineer,7.0,130000.0,30-39
626,38.0,Male,Bachelor's Degree,Software Engineer Manager,11.0,155000.0,30-39
627,29.0,Male,Bachelor's Degree,Front end Developer,5.0,105000.0,20-29
628,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,40-49
629,36.0,Male,Master's Degree,Back end Developer,8.0,140000.0,30-39
630,48.0,Male,PhD,Software Engineer Manager,16.0,185000.0,40-49
631,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,30-39
632,30.0,Female,Master's Degree,Front end Developer,4.0,90000.0,30-39
633,50.0,Male,PhD,Senior Project Engineer,18.0,195000.0,50-59
634,29.0,Male,Bachelor's Degree,Back end Developer,4.0,95000.0,20-29
635,41.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,40-49
636,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,30-39
637,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,40-49
638,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,20-29
639,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,30-39
640,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,30-39
641,46.0,Male,PhD,Senior Project Engineer,15.0,180000.0,40-49
642,42.0,Male,PhD,Software Engineer Manager,14.0,190000.0,40-49
643,31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,30-39
644,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,40-49
645,36.0,Male,Master's Degree,Back end Developer,9.0,150000.0,30-39
646,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,40-49
647,25.0,Female,Bachelor's Degree,Front end Developer,1.0,550.0,20-29
648,29.0,Male,Bachelor's Degree,Front end Developer,4.0,90000.0,20-29
649,40.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,40-49
650,33.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,30-39
651,37.0,Male,Bachelor's Degree,Software Engineer Manager,10.0,150000.0,30-39
652,28.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,20-29
653,44.0,Female,PhD,Senior Project Engineer,14.0,190000.0,40-49
654,35.0,Male,Master's Degree,Back end Developer,8.0,140000.0,30-39
655,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0,40-49
656,34.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,30-39
657,31.0,Female,Master's Degree,Front end Developer,5.0,105000.0,30-39
658,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,40-49
659,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,20-29
660,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,20-29
661,49.0,Male,PhD,Senior Project Engineer,17.0,195000.0,40-49
662,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,30-39
663,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,30-39
664,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,20-29
665,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,30-39
666,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,40-49
667,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,30-39
668,30.0,Female,Master's Degree,Front end Developer,5.0,105000.0,30-39
669,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,50-59
670,31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0,30-39
671,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0,30-39
672,31.0,Male,Master's Degree,Software Engineer Manager,8.0,130000.0,30-39
673,43.0,Male,PhD,Senior Project Engineer,15.0,180000.0,40-49
674,35.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0,30-39
675,42.0,Male,Bachelor's Degree,Software Engineer Manager,12.0,160000.0,40-49
676,28.0,Female,Bachelor's Degree,Front end Developer,2.0,55000.0,20-29
677,44.0,Female,PhD,Senior Project Engineer,16.0,190000.0,40-49
678,32.0,Male,Master's Degree,Back end Developer,7.0,120000.0,30-39
679,48.0,Male,PhD,Software Engineer Manager,18.0,200000.0,40-49
680,30.0,Female,Bachelor's Degree,Full Stack Engineer,5.0,100000.0,30-39
681,34.0,Male,Master's Degree,Front end Developer,9.0,150000.0,30-39
682,37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0,30-39
683,49.0,Female,PhD,Senior Project Engineer,19.0,210000.0,40-49
684,29.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,90000.0,20-29
685,41.0,Male,Master's Degree,Software Engineer Manager,14.0,180000.0,40-49
686,46.0,Female,PhD,Senior Project Engineer,16.0,185000.0,40-49
687,30.0,Male,Master's Degree,Front end Developer,5.0,105000.0,30-39
688,50.0,Male,PhD,Software Engineer Manager,20.0,210000.0,50-59
689,31.0,Male,Bachelor's Degree,Back end Developer,6.0,95000.0,30-39
690,39.0,Female,Master's Degree,Software Engineer Manager,11.0,170000.0,30-39
691,48.0,Male,PhD,Software Engineer Manager,19.0,200000.0,40-49
692,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,20-29
693,33.0,Female,Master's Degree,Data Analyst,7.0,95000.0,30-39
694,22.0,Male,Bachelor's Degree,Front End Developer,1.0,50000.0,20-29
695,44.0,Male,PhD,Senior Data Scientist,15.0,180000.0,40-49
696,29.0,Female,Bachelor's Degree,Software Developer,3.0,65000.0,20-29
697,31.0,Male,Master's Degree,Product Manager,6.0,120000.0,30-39
698,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,20-29
699,38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0,30-39
700,27.0,Male,Bachelor's Degree,Software Engineer,3.0,70000.0,20-29
701,46.0,Female,PhD,Director of Data Science,20.0,220000.0,40-49
702,33.0,Male,Master's Degree,Data Analyst,8.0,100000.0,30-39
703,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,20-29
704,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,30-39
705,30.0,Female,Bachelor's Degree,Software Engineer,5.0,90000.0,30-39
706,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,20-29
707,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,40-49
708,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,20-29
709,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,30-39
710,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,20-29
711,48.0,Male,PhD,Director of Data Science,18.0,210000.0,40-49
712,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,30-39
713,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,20-29
714,32.0,Male,Master's Degree,Product Manager,7.0,110000.0,30-39
715,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,30-39
716,41.0,Female,PhD,Director of Data Science,16.0,200000.0,40-49
717,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,30-39
718,34.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,122485.0,30-39
719,25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,20-29
720,43.0,Male,Master's Degree,Senior Software Engineer,21.0,187081.0,40-49
721,53.0,Other,High School,Senior Project Engineer,31.0,166109.0,50-59
722,27.0,Female,Master's Degree,Front end Developer,5.0,78354.0,20-29
